Sim Number,Strategy,End Bankroll,Start Bankroll,Dice Rolls
8893,pass2come,185.0,200,81
8894,corey,159.0,200,78
8894,coreynofield,164.0,200,78
8894,hammerlock,203.0,200,78
8894,knockout,185.0,200,78
8894,pass2come,170.0,200,78
8895,corey,144.0,200,68
8895,coreynofield,144.0,200,68
8895,hammerlock,161.0,200,68
8895,knockout,125.0,200,68
8895,pass2come,150.0,200,68
8896,corey,209.0,200,80
8896,coreynofield,159.0,200,80
8896,hammerlock,175.0,200,80
8896,knockout,185.0,200,80
8896,pass2come,185.0,200,80
8897,corey,340.0,200,107
8897,coreynofield,390.0,200,107
8897,hammerlock,21.0,200,107
8897,knockout,430.0,200,107
8897,pass2come,290.0,200,107
8898,corey,170.0,200,82
8898,coreynofield,235.0,200,82
8898,hammerlock,216.0,200,82
8898,knockout,265.0,200,82
8898,pass2come,205.0,200,82
8899,corey,130.0,200,56
8899,coreynofield,115.0,200,56
8899,hammerlock,331.0,200,56
8899,knockout,20.0,200,56
8899,pass2come,165.0,200,56
8900,corey,106.0,200,87
8900,coreynofield,136.0,200,87
8900,hammerlock,330.0,200,87
8900,knockout,140.0,200,87
8900,pass2come,190.0,200,87
8901,corey,267.0,200,88
8901,coreynofield,282.0,200,88
8901,hammerlock,140.0,200,88
8901,knockout,280.0,200,88
8901,pass2come,250.0,200,88
8902,corey,62.0,200,68
8902,coreynofield,92.0,200,68
8902,hammerlock,322.0,200,68
8902,knockout,40.0,200,68
8902,pass2come,140.0,200,68
8903,corey,194.0,200,106
8903,coreynofield,234.0,200,106
8903,hammerlock,206.0,200,106
8903,knockout,280.0,200,106
8903,pass2come,220.0,200,106
8904,corey,130.0,200,78
8904,coreynofield,175.0,200,78
8904,hammerlock,245.0,200,78
8904,knockout,75.0,200,78
8904,pass2come,215.0,200,78
8905,corey,119.0,200,70
8905,coreynofield,129.0,200,70
8905,hammerlock,174.0,200,70
8905,knockout,130.0,200,70
8905,pass2come,155.0,200,70
8906,corey,153.0,200,96
8906,coreynofield,168.0,200,96
8906,hammerlock,191.0,200,96
8906,knockout,215.0,200,96
8906,pass2come,170.0,200,96
8907,corey,134.0,200,81
8907,coreynofield,159.0,200,81
8907,hammerlock,179.0,200,81
8907,knockout,200.0,200,81
8907,pass2come,175.0,200,81
8908,corey,129.0,200,65
8908,coreynofield,134.0,200,65
8908,hammerlock,186.0,200,65
8908,knockout,145.0,200,65
8908,pass2come,150.0,200,65
8909,corey,220.0,200,77
8909,coreynofield,260.0,200,77
8909,hammerlock,88.0,200,77
8909,knockout,295.0,200,77
8909,pass2come,240.0,200,77
8910,corey,104.0,200,64
8910,coreynofield,144.0,200,64
8910,hammerlock,276.0,200,64
8910,knockout,75.0,200,64
8910,pass2come,180.0,200,64
8911,corey,273.0,200,108
8911,coreynofield,253.0,200,108
8911,hammerlock,37.0,200,108
8911,knockout,285.0,200,108
8911,pass2come,285.0,200,108
8912,corey,141.0,200,78
8912,coreynofield,161.0,200,78
8912,hammerlock,286.0,200,78
8912,knockout,90.0,200,78
8912,pass2come,155.0,200,78
8913,corey,142.0,200,73
8913,coreynofield,147.0,200,73
8913,hammerlock,221.0,200,73
8913,knockout,120.0,200,73
8913,pass2come,175.0,200,73
8914,corey,245.0,200,148
8914,coreynofield,275.0,200,148
8914,hammerlock,86.0,200,148
8914,knockout,470.0,200,148
8914,pass2come,255.0,200,148
8915,corey,202.0,200,85
8915,coreynofield,217.0,200,85
8915,hammerlock,237.0,200,85
8915,knockout,225.0,200,85
8915,pass2come,195.0,200,85
8916,corey,231.0,200,102
8916,coreynofield,216.0,200,102
8916,hammerlock,95.0,200,102
8916,knockout,365.0,200,102
8916,pass2come,200.0,200,102
8917,corey,212.0,200,93
8917,coreynofield,197.0,200,93
8917,hammerlock,258.0,200,93
8917,knockout,190.0,200,93
8917,pass2come,245.0,200,93
8918,corey,143.0,200,115
8918,coreynofield,188.0,200,115
8918,hammerlock,190.0,200,115
8918,knockout,245.0,200,115
8918,pass2come,180.0,200,115
8919,corey,99.0,200,65
8919,coreynofield,114.0,200,65
8919,hammerlock,245.0,200,65
8919,knockout,105.0,200,65
8919,pass2come,130.0,200,65
8920,corey,250.0,200,102
8920,coreynofield,220.0,200,102
8920,hammerlock,246.0,200,102
8920,knockout,180.0,200,102
8920,pass2come,220.0,200,102
8921,corey,183.0,200,129
8921,coreynofield,198.0,200,129
8921,hammerlock,217.0,200,129
8921,knockout,250.0,200,129
8921,pass2come,200.0,200,129
8922,corey,219.0,200,84
8922,coreynofield,219.0,200,84
8922,hammerlock,113.0,200,84
8922,knockout,210.0,200,84
8922,pass2come,245.0,200,84
8923,corey,177.0,200,102
8923,coreynofield,242.0,200,102
8923,hammerlock,147.0,200,102
8923,knockout,270.0,200,102
8923,pass2come,260.0,200,102
8924,corey,176.0,200,91
8924,coreynofield,211.0,200,91
8924,hammerlock,158.0,200,91
8924,knockout,245.0,200,91
8924,pass2come,225.0,200,91
8925,corey,266.0,200,92
8925,coreynofield,316.0,200,92
8925,hammerlock,287.0,200,92
8925,knockout,250.0,200,92
8925,pass2come,250.0,200,92
8926,corey,169.0,200,63
8926,coreynofield,214.0,200,63
8926,hammerlock,221.0,200,63
8926,knockout,125.0,200,63
8926,pass2come,210.0,200,63
8927,corey,112.0,200,70
8927,coreynofield,157.0,200,70
8927,hammerlock,128.0,200,70
8927,knockout,210.0,200,70
8927,pass2come,175.0,200,70
8928,corey,150.0,200,77
8928,coreynofield,180.0,200,77
8928,hammerlock,60.0,200,77
8928,knockout,295.0,200,77
8928,pass2come,150.0,200,77
8929,corey,242.0,200,94
8929,coreynofield,257.0,200,94
8929,hammerlock,10.0,200,94
8929,knockout,370.0,200,94
8929,pass2come,225.0,200,94
8930,corey,240.0,200,96
8930,coreynofield,265.0,200,96
8930,hammerlock,123.0,200,96
8930,knockout,295.0,200,96
8930,pass2come,225.0,200,96
8931,corey,237.0,200,99
8931,coreynofield,262.0,200,99
8931,hammerlock,273.0,200,99
8931,knockout,230.0,200,99
8931,pass2come,230.0,200,99
8932,corey,225.0,200,106
8932,coreynofield,235.0,200,106
8932,hammerlock,11.0,200,106
8932,knockout,300.0,200,106
8932,pass2come,245.0,200,106
8933,corey,209.0,200,106
8933,coreynofield,189.0,200,106
8933,hammerlock,158.0,200,106
8933,knockout,290.0,200,106
8933,pass2come,205.0,200,106
8934,corey,184.0,200,94
8934,coreynofield,159.0,200,94
8934,hammerlock,196.0,200,94
8934,knockout,175.0,200,94
8934,pass2come,165.0,200,94
8935,corey,159.0,200,79
8935,coreynofield,209.0,200,79
8935,hammerlock,315.0,200,79
8935,knockout,110.0,200,79
8935,pass2come,215.0,200,79
8936,corey,50.0,200,55
8936,coreynofield,55.0,200,55
8936,hammerlock,334.0,200,55
8936,knockout,10.0,200,55
8936,pass2come,125.0,200,55
8937,corey,216.0,200,81
8937,coreynofield,201.0,200,81
8937,hammerlock,272.0,200,81
8937,knockout,120.0,200,81
8937,pass2come,225.0,200,81
8938,corey,162.0,200,88
8938,coreynofield,152.0,200,88
8938,hammerlock,141.0,200,88
8938,knockout,170.0,200,88
8938,pass2come,190.0,200,88
8939,corey,218.0,200,85
8939,coreynofield,218.0,200,85
8939,hammerlock,221.0,200,85
8939,knockout,165.0,200,85
8939,pass2come,210.0,200,85
8940,corey,174.0,200,82
8940,coreynofield,189.0,200,82
8940,hammerlock,190.0,200,82
8940,knockout,205.0,200,82
8940,pass2come,235.0,200,82
8941,corey,172.0,200,56
8941,coreynofield,222.0,200,56
8941,hammerlock,90.0,200,56
8941,knockout,175.0,200,56
8941,pass2come,230.0,200,56
8942,corey,109.0,200,61
8942,coreynofield,124.0,200,61
8942,hammerlock,205.0,200,61
8942,knockout,35.0,200,61
8942,pass2come,160.0,200,61
8943,corey,199.0,200,94
8943,coreynofield,204.0,200,94
8943,hammerlock,148.0,200,94
8943,knockout,255.0,200,94
8943,pass2come,230.0,200,94
8944,corey,192.0,200,92
8944,coreynofield,157.0,200,92
8944,hammerlock,70.0,200,92
8944,knockout,245.0,200,92
8944,pass2come,205.0,200,92
8945,corey,204.0,200,87
8945,coreynofield,179.0,200,87
8945,hammerlock,255.0,200,87
8945,knockout,170.0,200,87
8945,pass2come,195.0,200,87
8946,corey,99.0,200,60
8946,coreynofield,159.0,200,60
8946,hammerlock,268.0,200,60
8946,knockout,115.0,200,60
8946,pass2come,175.0,200,60
8947,corey,127.0,200,73
8947,coreynofield,132.0,200,73
8947,hammerlock,311.0,200,73
8947,knockout,10.0,200,73
8947,pass2come,150.0,200,73
8948,corey,127.0,200,76
8948,coreynofield,127.0,200,76
8948,hammerlock,255.0,200,76
8948,knockout,85.0,200,76
8948,pass2come,155.0,200,76
8949,corey,168.0,200,94
8949,coreynofield,203.0,200,94
8949,hammerlock,278.0,200,94
8949,knockout,180.0,200,94
8949,pass2come,215.0,200,94
8950,corey,203.0,200,78
8950,coreynofield,223.0,200,78
8950,hammerlock,78.0,200,78
8950,knockout,220.0,200,78
8950,pass2come,215.0,200,78
8951,corey,219.0,200,97
8951,coreynofield,224.0,200,97
8951,hammerlock,147.0,200,97
8951,knockout,285.0,200,97
8951,pass2come,210.0,200,97
8952,corey,173.0,200,92
8952,coreynofield,218.0,200,92
8952,hammerlock,202.0,200,92
8952,knockout,265.0,200,92
8952,pass2come,180.0,200,92
8953,corey,248.0,200,104
8953,coreynofield,233.0,200,104
8953,hammerlock,55.0,200,104
8953,knockout,375.0,200,104
8953,pass2come,205.0,200,104
8954,corey,164.0,200,90
8954,coreynofield,204.0,200,90
8954,hammerlock,298.0,200,90
8954,knockout,165.0,200,90
8954,pass2come,190.0,200,90
8955,corey,95.0,200,40
8955,coreynofield,125.0,200,40
8955,hammerlock,194.0,200,40
8955,knockout,20.0,200,40
8955,pass2come,165.0,200,40
8956,corey,72.0,200,77
8956,coreynofield,122.0,200,77
8956,hammerlock,283.0,200,77
8956,knockout,70.0,200,77
8956,pass2come,150.0,200,77
8957,corey,265.0,200,112
8957,coreynofield,220.0,200,112
8957,hammerlock,21.0,200,112
8957,knockout,330.0,200,112
8957,pass2come,220.0,200,112
8958,corey,248.0,200,90
8958,coreynofield,203.0,200,90
8958,hammerlock,69.0,200,90
8958,knockout,205.0,200,90
8958,pass2come,185.0,200,90
8959,corey,150.0,200,60
8959,coreynofield,145.0,200,60
8959,hammerlock,266.0,200,60
8959,knockout,50.0,200,60
8959,pass2come,185.0,200,60
8960,corey,155.0,200,55
8960,coreynofield,190.0,200,55
8960,hammerlock,106.0,200,55
8960,knockout,170.0,200,55
8960,pass2come,170.0,200,55
8961,corey,101.0,200,70
8961,coreynofield,161.0,200,70
8961,hammerlock,269.0,200,70
8961,knockout,165.0,200,70
8961,pass2come,135.0,200,70
8962,corey,94.0,200,94
8962,coreynofield,134.0,200,94
8962,hammerlock,314.0,200,94
8962,knockout,160.0,200,94
8962,pass2come,150.0,200,94
8963,corey,291.0,200,128
8963,coreynofield,291.0,200,128
8963,hammerlock,130.0,200,128
8963,knockout,370.0,200,128
8963,pass2come,235.0,200,128
8964,corey,262.0,200,80
8964,coreynofield,302.0,200,80
8964,hammerlock,85.0,200,80
8964,knockout,250.0,200,80
8964,pass2come,280.0,200,80
8965,corey,77.0,200,54
8965,coreynofield,112.0,200,54
8965,hammerlock,197.0,200,54
8965,knockout,45.0,200,54
8965,pass2come,150.0,200,54
8966,corey,203.0,200,102
8966,coreynofield,268.0,200,102
8966,hammerlock,144.0,200,102
8966,knockout,220.0,200,102
8966,pass2come,250.0,200,102
8967,corey,82.0,200,74
8967,coreynofield,142.0,200,74
8967,hammerlock,318.0,200,74
8967,knockout,110.0,200,74
8967,pass2come,180.0,200,74
8968,corey,131.0,200,76
8968,coreynofield,196.0,200,76
8968,hammerlock,250.0,200,76
8968,knockout,215.0,200,76
8968,pass2come,200.0,200,76
8969,corey,213.0,200,84
8969,coreynofield,193.0,200,84
8969,hammerlock,226.0,200,84
8969,knockout,170.0,200,84
8969,pass2come,175.0,200,84
8970,corey,180.0,200,105
8970,coreynofield,225.0,200,105
8970,hammerlock,170.0,200,105
8970,knockout,290.0,200,105
8970,pass2come,195.0,200,105
8971,corey,154.0,200,61
8971,coreynofield,169.0,200,61
8971,hammerlock,224.0,200,61
8971,knockout,120.0,200,61
8971,pass2come,165.0,200,61
8972,corey,192.0,200,106
8972,coreynofield,247.0,200,106
8972,hammerlock,242.0,200,106
8972,knockout,275.0,200,106
8972,pass2come,205.0,200,106
8973,corey,127.0,200,87
8973,coreynofield,172.0,200,87
8973,hammerlock,208.0,200,87
8973,knockout,205.0,200,87
8973,pass2come,190.0,200,87
8974,corey,268.0,200,97
8974,coreynofield,203.0,200,97
8974,hammerlock,364.0,200,97
8974,knockout,195.0,200,97
8974,pass2come,185.0,200,97
8975,corey,154.0,200,75
8975,coreynofield,139.0,200,75
8975,hammerlock,219.0,200,75
8975,knockout,115.0,200,75
8975,pass2come,155.0,200,75
8976,corey,171.0,200,110
8976,coreynofield,216.0,200,110
8976,hammerlock,214.0,200,110
8976,knockout,245.0,200,110
8976,pass2come,210.0,200,110
8977,corey,301.0,200,111
8977,coreynofield,256.0,200,111
8977,hammerlock,55.0,200,111
8977,knockout,315.0,200,111
8977,pass2come,220.0,200,111
8978,corey,99.0,200,64
8978,coreynofield,149.0,200,64
8978,hammerlock,177.0,200,64
8978,knockout,105.0,200,64
8978,pass2come,165.0,200,64
8979,corey,320.0,200,132
8979,coreynofield,270.0,200,132
8979,hammerlock,252.0,200,132
8979,knockout,265.0,200,132
8979,pass2come,270.0,200,132
8980,corey,182.0,200,56
8980,coreynofield,172.0,200,56
8980,hammerlock,252.0,200,56
8980,knockout,65.0,200,56
8980,pass2come,190.0,200,56
8981,corey,254.0,200,110
8981,coreynofield,219.0,200,110
8981,hammerlock,209.0,200,110
8981,knockout,285.0,200,110
8981,pass2come,255.0,200,110
8982,corey,81.0,200,73
8982,coreynofield,136.0,200,73
8982,hammerlock,256.0,200,73
8982,knockout,150.0,200,73
8982,pass2come,130.0,200,73
8983,corey,228.0,200,86
8983,coreynofield,243.0,200,86
8983,hammerlock,154.0,200,86
8983,knockout,245.0,200,86
8983,pass2come,225.0,200,86
8984,corey,164.0,200,76
8984,coreynofield,159.0,200,76
8984,hammerlock,203.0,200,76
8984,knockout,145.0,200,76
8984,pass2come,165.0,200,76
8985,corey,169.0,200,70
8985,coreynofield,224.0,200,70
8985,hammerlock,233.0,200,70
8985,knockout,185.0,200,70
8985,pass2come,220.0,200,70
8986,corey,165.0,200,84
8986,coreynofield,210.0,200,84
8986,hammerlock,234.0,200,84
8986,knockout,135.0,200,84
8986,pass2come,220.0,200,84
8987,corey,331.0,200,163
8987,coreynofield,321.0,200,163
8987,hammerlock,19.0,200,163
8987,knockout,555.0,200,163
8987,pass2come,275.0,200,163
8988,corey,186.0,200,71
8988,coreynofield,181.0,200,71
8988,hammerlock,123.0,200,71
8988,knockout,165.0,200,71
8988,pass2come,195.0,200,71
8989,corey,277.0,200,101
8989,coreynofield,377.0,200,101
8989,hammerlock,100.0,200,101
8989,knockout,405.0,200,101
8989,pass2come,255.0,200,101
8990,corey,42.0,200,67
8990,coreynofield,87.0,200,67
8990,hammerlock,274.0,200,67
8990,knockout,80.0,200,67
8990,pass2come,125.0,200,67
8991,corey,138.0,200,67
8991,coreynofield,183.0,200,67
8991,hammerlock,305.0,200,67
8991,knockout,130.0,200,67
8991,pass2come,165.0,200,67
8992,corey,166.0,200,76
8992,coreynofield,176.0,200,76
8992,hammerlock,241.0,200,76
8992,knockout,135.0,200,76
8992,pass2come,150.0,200,76
8993,corey,87.0,200,58
8993,coreynofield,117.0,200,58
8993,hammerlock,245.0,200,58
8993,knockout,35.0,200,58
8993,pass2come,155.0,200,58
8994,corey,165.0,200,86
8994,coreynofield,160.0,200,86
8994,hammerlock,119.0,200,86
8994,knockout,280.0,200,86
8994,pass2come,160.0,200,86
8995,corey,123.0,200,68
8995,coreynofield,178.0,200,68
8995,hammerlock,298.0,200,68
8995,knockout,105.0,200,68
8995,pass2come,180.0,200,68
8996,corey,218.0,200,68
8996,coreynofield,228.0,200,68
8996,hammerlock,89.0,200,68
8996,knockout,210.0,200,68
8996,pass2come,240.0,200,68
8997,corey,179.0,200,83
8997,coreynofield,184.0,200,83
8997,hammerlock,28.0,200,83
8997,knockout,250.0,200,83
8997,pass2come,190.0,200,83
8998,corey,283.0,200,87
8998,coreynofield,213.0,200,87
8998,hammerlock,126.0,200,87
8998,knockout,210.0,200,87
8998,pass2come,185.0,200,87
8999,corey,264.0,200,102
8999,coreynofield,249.0,200,102
8999,hammerlock,11.0,200,102
8999,knockout,330.0,200,102
8999,pass2come,205.0,200,102
9000,corey,142.0,200,62
9000,coreynofield,177.0,200,62
9000,hammerlock,324.0,200,62
9000,knockout,30.0,200,62
9000,pass2come,205.0,200,62
9001,corey,253.0,200,86
9001,coreynofield,283.0,200,86
9001,hammerlock,154.0,200,86
9001,knockout,180.0,200,86
9001,pass2come,265.0,200,86
9002,corey,126.0,200,102
9002,coreynofield,131.0,200,102
9002,hammerlock,201.0,200,102
9002,knockout,255.0,200,102
9002,pass2come,115.0,200,102
9003,corey,297.0,200,129
9003,coreynofield,267.0,200,129
9003,hammerlock,167.0,200,129
9003,knockout,325.0,200,129
9003,pass2come,255.0,200,129
9004,corey,146.0,200,60
9004,coreynofield,171.0,200,60
9004,hammerlock,141.0,200,60
9004,knockout,180.0,200,60
9004,pass2come,165.0,200,60
9005,corey,169.0,200,102
9005,coreynofield,259.0,200,102
9005,hammerlock,269.0,200,102
9005,knockout,215.0,200,102
9005,pass2come,215.0,200,102
9006,corey,144.0,200,63
9006,coreynofield,119.0,200,63
9006,hammerlock,216.0,200,63
9006,knockout,75.0,200,63
9006,pass2come,135.0,200,63
9007,corey,117.0,200,68
9007,coreynofield,157.0,200,68
9007,hammerlock,177.0,200,68
9007,knockout,100.0,200,68
9007,pass2come,195.0,200,68
9008,corey,112.0,200,76
9008,coreynofield,107.0,200,76
9008,hammerlock,314.0,200,76
9008,knockout,40.0,200,76
9008,pass2come,145.0,200,76
9009,corey,276.0,200,133
9009,coreynofield,281.0,200,133
9009,hammerlock,144.0,200,133
9009,knockout,395.0,200,133
9009,pass2come,205.0,200,133
9010,corey,170.0,200,70
9010,coreynofield,205.0,200,70
9010,hammerlock,195.0,200,70
9010,knockout,185.0,200,70
9010,pass2come,175.0,200,70
9011,corey,243.0,200,107
9011,coreynofield,263.0,200,107
9011,hammerlock,127.0,200,107
9011,knockout,345.0,200,107
9011,pass2come,185.0,200,107
9012,corey,200.0,200,85
9012,coreynofield,200.0,200,85
9012,hammerlock,119.0,200,85
9012,knockout,255.0,200,85
9012,pass2come,160.0,200,85
9013,corey,151.0,200,58
9013,coreynofield,186.0,200,58
9013,hammerlock,253.0,200,58
9013,knockout,85.0,200,58
9013,pass2come,180.0,200,58
9014,corey,82.0,200,60
9014,coreynofield,117.0,200,60
9014,hammerlock,355.0,200,60
9014,knockout,30.0,200,60
9014,pass2come,175.0,200,60
9015,corey,122.0,200,47
9015,coreynofield,122.0,200,47
9015,hammerlock,165.0,200,47
9015,knockout,100.0,200,47
9015,pass2come,170.0,200,47
9016,corey,236.0,200,83
9016,coreynofield,241.0,200,83
9016,hammerlock,143.0,200,83
9016,knockout,210.0,200,83
9016,pass2come,245.0,200,83
9017,corey,233.0,200,111
9017,coreynofield,178.0,200,111
9017,hammerlock,107.0,200,111
9017,knockout,270.0,200,111
9017,pass2come,160.0,200,111
9018,corey,124.0,200,93
9018,coreynofield,154.0,200,93
9018,hammerlock,345.0,200,93
9018,knockout,125.0,200,93
9018,pass2come,170.0,200,93
9019,corey,139.0,200,84
9019,coreynofield,149.0,200,84
9019,hammerlock,130.0,200,84
9019,knockout,240.0,200,84
9019,pass2come,145.0,200,84
9020,corey,215.0,200,61
9020,coreynofield,210.0,200,61
9020,hammerlock,109.0,200,61
9020,knockout,160.0,200,61
9020,pass2come,200.0,200,61
9021,corey,230.0,200,92
9021,coreynofield,245.0,200,92
9021,hammerlock,12.0,200,92
9021,knockout,290.0,200,92
9021,pass2come,215.0,200,92
9022,corey,125.0,200,67
9022,coreynofield,135.0,200,67
9022,hammerlock,217.0,200,67
9022,knockout,100.0,200,67
9022,pass2come,155.0,200,67
9023,corey,277.0,200,120
9023,coreynofield,252.0,200,120
9023,hammerlock,193.0,200,120
9023,knockout,315.0,200,120
9023,pass2come,240.0,200,120
9024,corey,144.0,200,79
9024,coreynofield,169.0,200,79
9024,hammerlock,201.0,200,79
9024,knockout,180.0,200,79
9024,pass2come,175.0,200,79
9025,corey,125.0,200,63
9025,coreynofield,130.0,200,63
9025,hammerlock,327.0,200,63
9025,knockout,35.0,200,63
9025,pass2come,160.0,200,63
9026,corey,230.0,200,87
9026,coreynofield,235.0,200,87
9026,hammerlock,74.0,200,87
9026,knockout,270.0,200,87
9026,pass2come,205.0,200,87
9027,corey,170.0,200,92
9027,coreynofield,180.0,200,92
9027,hammerlock,89.0,200,92
9027,knockout,325.0,200,92
9027,pass2come,160.0,200,92
9028,corey,301.0,200,103
9028,coreynofield,256.0,200,103
9028,hammerlock,155.0,200,103
9028,knockout,215.0,200,103
9028,pass2come,250.0,200,103
9029,corey,134.0,200,76
9029,coreynofield,169.0,200,76
9029,hammerlock,282.0,200,76
9029,knockout,150.0,200,76
9029,pass2come,175.0,200,76
9030,corey,142.0,200,111
9030,coreynofield,182.0,200,111
9030,hammerlock,254.0,200,111
9030,knockout,255.0,200,111
9030,pass2come,190.0,200,111
9031,corey,194.0,200,85
9031,coreynofield,229.0,200,85
9031,hammerlock,70.0,200,85
9031,knockout,285.0,200,85
9031,pass2come,195.0,200,85
9032,corey,218.0,200,85
9032,coreynofield,193.0,200,85
9032,hammerlock,176.0,200,85
9032,knockout,195.0,200,85
9032,pass2come,205.0,200,85
9033,corey,221.0,200,135
9033,coreynofield,266.0,200,135
9033,hammerlock,123.0,200,135
9033,knockout,405.0,200,135
9033,pass2come,220.0,200,135
9034,corey,199.0,200,102
9034,coreynofield,239.0,200,102
9034,hammerlock,12.0,200,102
9034,knockout,350.0,200,102
9034,pass2come,165.0,200,102
9035,corey,137.0,200,86
9035,coreynofield,162.0,200,86
9035,hammerlock,233.0,200,86
9035,knockout,105.0,200,86
9035,pass2come,190.0,200,86
9036,corey,126.0,200,77
9036,coreynofield,171.0,200,77
9036,hammerlock,147.0,200,77
9036,knockout,185.0,200,77
9036,pass2come,185.0,200,77
9037,corey,132.0,200,96
9037,coreynofield,142.0,200,96
9037,hammerlock,413.0,200,96
9037,knockout,90.0,200,96
9037,pass2come,150.0,200,96
9038,corey,164.0,200,54
9038,coreynofield,189.0,200,54
9038,hammerlock,162.0,200,54
9038,knockout,135.0,200,54
9038,pass2come,195.0,200,54
9039,corey,107.0,200,65
9039,coreynofield,122.0,200,65
9039,hammerlock,304.0,200,65
9039,knockout,140.0,200,65
9039,pass2come,110.0,200,65
9040,corey,113.0,200,70
9040,coreynofield,153.0,200,70
9040,hammerlock,224.0,200,70
9040,knockout,130.0,200,70
9040,pass2come,155.0,200,70
9041,corey,280.0,200,109
9041,coreynofield,280.0,200,109
9041,hammerlock,219.0,200,109
9041,knockout,230.0,200,109
9041,pass2come,240.0,200,109
9042,corey,238.0,200,102
9042,coreynofield,238.0,200,102
9042,hammerlock,112.0,200,102
9042,knockout,315.0,200,102
9042,pass2come,220.0,200,102
9043,corey,95.0,200,60
9043,coreynofield,115.0,200,60
9043,hammerlock,273.0,200,60
9043,knockout,60.0,200,60
9043,pass2come,175.0,200,60
9044,corey,324.0,200,91
9044,coreynofield,309.0,200,91
9044,hammerlock,16.0,200,91
9044,knockout,295.0,200,91
9044,pass2come,255.0,200,91
9045,corey,342.0,200,140
9045,coreynofield,292.0,200,140
9045,hammerlock,14.0,200,140
9045,knockout,495.0,200,140
9045,pass2come,260.0,200,140
9046,corey,251.0,200,81
9046,coreynofield,216.0,200,81
9046,hammerlock,241.0,200,81
9046,knockout,130.0,200,81
9046,pass2come,230.0,200,81
9047,corey,107.0,200,72
9047,coreynofield,187.0,200,72
9047,hammerlock,431.0,200,72
9047,knockout,100.0,200,72
9047,pass2come,195.0,200,72
9048,corey,235.0,200,115
9048,coreynofield,300.0,200,115
9048,hammerlock,64.0,200,115
9048,knockout,385.0,200,115
9048,pass2come,260.0,200,115
9049,corey,152.0,200,79
9049,coreynofield,157.0,200,79
9049,hammerlock,329.0,200,79
9049,knockout,130.0,200,79
9049,pass2come,175.0,200,79
9050,corey,179.0,200,85
9050,coreynofield,224.0,200,85
9050,hammerlock,199.0,200,85
9050,knockout,205.0,200,85
9050,pass2come,210.0,200,85
9051,corey,221.0,200,81
9051,coreynofield,176.0,200,81
9051,hammerlock,145.0,200,81
9051,knockout,185.0,200,81
9051,pass2come,190.0,200,81
9052,corey,171.0,200,66
9052,coreynofield,131.0,200,66
9052,hammerlock,125.0,200,66
9052,knockout,150.0,200,66
9052,pass2come,165.0,200,66
9053,corey,101.0,200,63
9053,coreynofield,116.0,200,63
9053,hammerlock,172.0,200,63
9053,knockout,95.0,200,63
9053,pass2come,120.0,200,63
9054,corey,131.0,200,83
9054,coreynofield,156.0,200,83
9054,hammerlock,228.0,200,83
9054,knockout,160.0,200,83
9054,pass2come,180.0,200,83
9055,corey,204.0,200,76
9055,coreynofield,249.0,200,76
9055,hammerlock,331.0,200,76
9055,knockout,105.0,200,76
9055,pass2come,245.0,200,76
9056,corey,96.0,200,86
9056,coreynofield,136.0,200,86
9056,hammerlock,277.0,200,86
9056,knockout,105.0,200,86
9056,pass2come,150.0,200,86
9057,corey,157.0,200,64
9057,coreynofield,192.0,200,64
9057,hammerlock,280.0,200,64
9057,knockout,45.0,200,64
9057,pass2come,190.0,200,64
9058,corey,191.0,200,86
9058,coreynofield,226.0,200,86
9058,hammerlock,103.0,200,86
9058,knockout,255.0,200,86
9058,pass2come,230.0,200,86
9059,corey,224.0,200,87
9059,coreynofield,234.0,200,87
9059,hammerlock,140.0,200,87
9059,knockout,350.0,200,87
9059,pass2come,190.0,200,87
9060,corey,142.0,200,76
9060,coreynofield,117.0,200,76
9060,hammerlock,213.0,200,76
9060,knockout,125.0,200,76
9060,pass2come,135.0,200,76
9061,corey,107.0,200,65
9061,coreynofield,142.0,200,65
9061,hammerlock,182.0,200,65
9061,knockout,165.0,200,65
9061,pass2come,180.0,200,65
9062,corey,139.0,200,64
9062,coreynofield,174.0,200,64
9062,hammerlock,213.0,200,64
9062,knockout,180.0,200,64
9062,pass2come,180.0,200,64
9063,corey,100.0,200,47
9063,coreynofield,125.0,200,47
9063,hammerlock,216.0,200,47
9063,knockout,10.0,200,47
9063,pass2come,175.0,200,47
9064,corey,193.0,200,78
9064,coreynofield,178.0,200,78
9064,hammerlock,255.0,200,78
9064,knockout,180.0,200,78
9064,pass2come,170.0,200,78
9065,corey,183.0,200,60
9065,coreynofield,198.0,200,60
9065,hammerlock,221.0,200,60
9065,knockout,160.0,200,60
9065,pass2come,200.0,200,60
9066,corey,383.0,200,116
9066,coreynofield,288.0,200,116
9066,hammerlock,183.0,200,116
9066,knockout,315.0,200,116
9066,pass2come,260.0,200,116
9067,corey,192.0,200,100
9067,coreynofield,237.0,200,100
9067,hammerlock,235.0,200,100
9067,knockout,225.0,200,100
9067,pass2come,225.0,200,100
9068,corey,153.0,200,88
9068,coreynofield,168.0,200,88
9068,hammerlock,253.0,200,88
9068,knockout,175.0,200,88
9068,pass2come,160.0,200,88
9069,corey,136.0,200,90
9069,coreynofield,201.0,200,90
9069,hammerlock,365.0,200,90
9069,knockout,135.0,200,90
9069,pass2come,215.0,200,90
9070,corey,250.0,200,89
9070,coreynofield,240.0,200,89
